13765	1	S	D	
13774	1	S	D	
13811	1	AB	D	
14138	1	AW	D	
14930	1	S	D	
15161	1	AM	D	
15835	1	S	D	
16490	1	O	F	
16607	1	S	D	
16859	1	AB	D	
17162	1	S	D	
17636	1	AG	D	
17642	1	AG	D	
20024	1	A	J	
20043	1	AY	D	
20047	1	AY	D	
20056	1	O	J	
20083	1	A	J	
20088	1	O	F	
20094	1	O	F	
20123	1	S	J	
20134	1	S	*	
20221	1	S	J	
20312	1	S	C	
20318	1	AW	C	
20329	1	O	F	
20332	1	S	J	
20365	1	S	J	
20399	1	AL	J	
20418	1	A	C	
20426	1	S	D	
20431	1	S	C	
20445	1	S	J	
20446	1	S	C	
20447	1	S	C	
20486	1	O	F	
20491	1	O	F	
20505	1	AL	J	
20521	1	S	C	
20525	1	AW	C	
20547	1	AW	D	
20556	1	AG	J	
20559	1	S	C	F
20599	1	S	C	
20608	1	O	F	
20625	1	S	C	
20633	1	S	C	
20653	1	S	DJ	
20661	1	O	F	
20667	1	S	F	
20693	1	AL	J	
20744	1	O	F	
20754	1	AN	J	
20778	1	S	C	
20791	1	S	DC	
20805	1	S	C	
20812	1	SS	J@5151	
20841	1	O	F	
20843	1	A	J	
20844	1	S	*	
20846	1	S	J	
20871	1	S	J	
20881	1	S	J	
20925	1	A	J	
20939	1	S	DJ	
20940	1	S	D	
20955	1	S	D	
20956	1	S	C	F
20998	1	S	K	
21009	1	S	*	
21034	1	O	F	
21047	1	O	F	
21066	1	S	J	
21069	1	S	J	
21070	1	O	F	
21083	1	O	F	
21084	1	S	DJ	
21098	1	S	C	
21106	2	S	D	
21117	1	S	J	
21130	1	O	F	
21133	1	O	F	
21137	1	S	D	
21152	1	A	J	
21155	1	S	J	
21162	1	AW	C	
21215	1	AG	J	F
21220	1	O	F	
21237	1	AG	DJ	
21240	1	O	F	
21270	1	S	J	
21271	1	S	J	
21273	1	S	J	
21310	1	O	F	
21311	1	AG	D	
21369	1	O	F	
21407	1	A	J	
21417	1	S	C	
21421	1	S	J	
21424	1	O	F	
21426	1	AG	D	
21443	1	O	F	
21450	1	S	C	
21453	1	S	C	
21467	1	S	C	
21471	1	S	DC	
21478	1	S	J	
21485	1	S	J	
21536	1	A	J	
21545	1	S	J	
21555	1	A	C	
21557	1	S	J	
21560	1	S	C	
21574	1	S	J	
21578	1	S	D	
21602	1	S	J	
21608	1	S	DJ	
21622	1	AW	J	
21672	1	S	C	
21674	1	S	J	
21682	1	AL	C	
21698	1	O	F	
21704	1	A	J	
21710	1	AG	C	
21722	1	S	J	
21736	1	S	C	
21766	1	S	D	
21769	1	AL	C	
21790	1	O	F	
21804	1	O	F	
21811	1	S	C	
21815	1	S	C	
21822	1	AG	J	
21825	1	S	J	
21827	1	S	J	
21855	1	S	C	F
21865	1	O	F	
21867	1	O	F	
21873	1	O	F	
21874	1	O	F	
21891	1	S	J	F
21895	1	O	F	
21897	1	AL	J	
21899	1	S	J	
21904	1	S	J	
21914	1	AL	DJ	
21919	1	S	F	
21930	1	O	F	
21932	1	O	F	
21934	1	O	F	
21938	1	O	F	
21939	1	A	C	
21941	1	AG	J	
21946	1	A	J	
21947	1	S	C	
21956	1	S	J	
21957	1	AL	J	F
21959	1	O	F	
21966	1	O	F	
21971	1	S	J	
21985	1	S	*	
21987	1	O	F	
21988	1	S	C	
22000	1	O	F	
22001	1	O	F	
22006	1	AG	J	
22012	1	AG,AL	J	
22013	1	O	F	
22014	1	AL	C	
22021	1	O	F	
22022	1	AL	K	
22028	1	S	C	
22029	1	AW	DJ	
22036	1	O	F	
22043	1	S	C	
22046	1	O	F	
22050	1	O	F	
22053	1	O	F	
22057	1	AG	J	
22061	1	O	F	
22063	1	S	D	
22079	1	O	F	
22083	1	O	F	
22095	1	O	F	
22103	1	AL	J	
22114	1	AL	J	F
22116	1	S	J	
22117	1	O	F	
22122	1	S	J	
22124	1	AB	J	
22127	1	S	J	
22136	1	O	F	
22149	1	AN	J	
22151	1	S	D	
22162	1	S	C	
22175	1	O	F	
22177	1	O	F	
22180	1	S	C	F
22184	1	S	C	
22195	1	S	J	
22198	1	AW	C	
22208	1	O	F	
22216	1	S	C	
22217	1	O	F	
22220	1	AG	J	
22225	1	O	F	
22280	1	O	F	
22283	1	O	F	
22290	1	O	F	
22294	1	O	F	
22296	1	O	F	
22334	1	S	C	
22343	1	A	DJ	
22396	1	A	J	
22402	1	AG	J	
22411	1	S	*	
22467	1	AL	C	
22561	1	S	J	
22576	1	AW	D	
22602	1	O	F	
22604	1	O	F	
22612	1	AG	C	
22615	1	S	C	
22635	1	O	F	
22656	1	AN	J	F
22675	1	AG	J	
22686	1	O	F	
22702	1	S	J	
22718	1	O	F	
22727	1	O	F	
22739	1	S	J	
22745	1	S	D	
22748	1	AN	C	
22750	1	O	F	
22751	1	S	C	
22752	1	S	C	
22761	1	AN	F	
22779	1	S	J	
22799	1	S	J	
22826	1	A	J	
22830	1	S	J	
22856	1	S	J	
22863	1	AL	D	
22864	1	AL	D	
22865	1	AL	K	
22869	1	S	C	*
22872	1	AL	J	
22874	1	AL	C	
22880	1	AL	DC	
22887	1	A	DJ	
22889	1	O	F	
22899	1	AW	C	
22900	1	AW	C	
22902	1	AW	C	
22904	1	AW	C	
22905	1	AW	DJ	
22909	1	AW	C	
22914	1	AW	C	
22915	1	AW	C	
22916	1	AW	DJ	
22922	1	AW	DJ	
22925	1	S	J	*
22926	1	AW	C	
22927	1	AW	C	
22928	1	AW	C	
22930	1	S	C	
22931	1	AW	DJ	
22934	1	AW	DJ	
22935	1	AW	C	
22937	1	S	DJ	
22941	1	AW	C	
22942	1	AW	D	
22945	1	AW	C	
22946	1	AW	C	
22947	1	AW	D	
22948	1	AW	DJ	
22949	1	AW	J	
22951	1	AW	C	
22952	1	AW	C	
22956	1	AW	J	F
22958	1	S	DJ	
22959	1	AW	J	
22963	1	AW	J	
22969	1	AW	J	
22971	1	AW	J	
22974	1	AW	C	
22982	1	AW	C	
22985	1	AW	D	
22986	1	AW	J	
22987	1	AW	C	
22989	1	AW	J	F
22992	1	AW	J	
22993	1	AW	J	
22994	1	AW	J	
22995	1	AW	J	
22996	1	AW,AL	C	
23000	1	S	C	*
23002	1	AW	C	
23004	1	AW	C	
23011	1	AW	C	
23013	1	S	J	
23014	1	AW	C	
23016	1	AW	C	
23018	1	AW	C	
23019	1	AW	C	
23020	1	AW	C	
23032	1	S	J	F
23033	1	AW	C	
23035	1	AW	C	
23039	1	S	C	
23041	1	AW	C	
23043	1	AW	C	
23052	1	AW	J	
23057	1	S	J	
23059	1	AW	C	
23064	1	AW	F	
23066	1	AW	C	
23067	1	AW	C	
23068	1	AW	C	
23071	1	S	C	
23072	1	AW	C	
23075	1	AW	C	
23077	1	AW	C	
23079	1	S	C	
23081	1	AW	J	
23094	1	AW	C	
23100	1	AW	C	
23104	1	AW	C	
23105	1	AW	C	
23110	1	AW	C	
23113	1	AW	C	
23114	1	AW	C	
23130	1	AW	C	
23138	1	AW	C	
23142	1	AW	DJ	
23146	1	AW	C	
23159	1	AW	C	F
23167	1	S	C	
23186	1	S	J	
23194	1	AW	C	
23195	1	AW	C	
23218	1	AW	DJ	
23219	1	AW	J	
23228	1	SS	C@5AAA	
23229	1	AW	C	
23230	1	AW	C	
23233	1	AW	C	
23234	1	S	DJ	
23241	1	AW	C	
23244	1	AW	C	
23254	1	S	C	
23255	1	AW	DJ	
23256	1	S	C	
23265	1	AW	C	
23267	1	S	C	
23270	1	AW	C	
23273	1	AW	C	
23282	1	S	C	F
23285	1	AW	C	
23290	1	S	C	F
23291	1	AW	C	
23305	1	AW	C	
23307	1	AW	C	
23308	1	AW	C	
23325	1	AW	C	
23332	1	S	C	
23338	1	AW	C	
23344	1	AW	C	
23348	1	S	DC	
23352	1	AW	C	
23360	1	AW,AN	C	F
23361	1	AN,AW	C	
23363	1	AW	C	
23388	1	A	J	
23395	1	AL	J	
23396	1	S	*	
23397	1	AW	J	
23418	1	AN	J	
23421	1	AG	C	
23433	1	AW	C	
23447	1	S	C	
23461	1	S	C	
23475	2	S	D	
23476	1	AW	C	
23477	1	S	C	
23518	1	AG,AL	C	F
23519	1	S	C	
23525	1	O	F	
23528	1	S	J	
23539	1	S	C	
23541	1	S	C	
23546	1	S	J	
23559	1	S	J	
23561	1	S	J	
23562	1	O	F	
23565	1	A	J	
23566	1	AY	DK	
23569	1	S	J	
23574	1	S	J	
23601	1	O	F	
23612	1	S	J	
23629	1	S	J	
23630	1	S	J	
23631	1	S	J	*
23633	1	S	C	
23650	1	AW	C	
23652	1	O	F	
23673	1	O	F	
23692	1	S	C	
23696	1	O	F	
23700	1	S	*	
23723	1	O	F	
23735	1	O	F	
23769	1	S	J	F
23784	1	O	F	
23786	1	O	F	
23789	1	S	DK	
23803	1	S	D	
23805	1	O	F	
23815	1	S	J	
23822	1	O	F	
23825	1	O	F	
23835	1	O	F	
23842	1	O	F	
23888	1	O	F	
23943	1	O	F	
23996	1	A	J	F
23997	1	O	F	
24013	1	AW	DJ	
24018	1	O	F	
24033	1	AY	D	
24061	1	S	DK	
24081	1	AW	C	
24085	1	O	F	
24086	1	O	F	
24149	1	AG	J	F
24151	1	O	F	
24158	1	AL	J	
24159	1	O	F	
24163	1	O	F	
24182	1	S	D	
24189	1	O	F	
24190	1	O	F	
24248	1	S	C	
24264	1	S	C	
24272	1	S	C	
24278	1	O	F	
24288	1	O	F	
24290	1	O	F	
24291	1	S	D	
24300	1	O	F	
24315	1	O	F	
24328	1	S	C	*
24330	1	S	J	F
24359	1	S	*	
24361	1	AW	C	
24369	1	O	F	
24390	1	O	F	
24396	1	O	F	
24397	1	S	D	
24413	1	AR	C	
24418	1	S	*	
24421	1	O	F	
24427	1	S	DJ	
24453	1	S	J	
24460	1	S	C	
24473	1	A	J	
24487	1	S	C	
24489	1	S	C	
24490	1	A	J	
24505	1	S	C	F
24524	1	A	J	
24541	1	S	*	
24554	1	S	*	
24555	1	AL	J	
24575	1	S	J	
24590	1	A	J	
24591	1	AL	J	
24594	1	AW	C	
24616	1	A	J	
24629	1	O	F	
24643	1	S	J	
24646	1	O	F	
24653	1	O	F	
24656	1	S	*	
24661	1	AW	J	
24675	1	S	C	
24676	1	O	F	
24682	1	A	J	
24683	1	O	F	
24684	1	O	F	
24708	1	S	C	
24709	1	SS	J@60A6	
24713	1	AL	J	
24736	1	S	J	
24744	1	S	J	
24754	1	A	J	
24760	1	A	J	
24773	1	S	J	
24774	1	S	J	F
24792	1	O	F	
24796	1	O	F	
24799	1	O	F	
24816	1	S	J	
24825	1	AG	J	
24827	1	O	F	
24833	1	AL	DJ	
24840	1	S	C	
24859	1	S	J	
24860	1	S	DJ	
24863	1	A	J	
24871	1	O	F	
24895	1	S	J	
24900	1	S	J	
24903	1	AL	C	
24907	1	S	C	
24908	1	AG	D	
24909	1	SS	J@6120	
24917	1	AG	C	
24922	1	O	F	
24949	1	S	C	
24950	1	S	C	
24956	1	S	J	
24962	1	S	C	
24974	1	O	F	
24976	1	AR	DJ	
24988	1	S	C	
25006	1	A	J	
25010	2	S	D	
25022	1	A	J	
25026	1	AG	J	
25031	1	AL	J	
